Room Number,Appliance Type,Status,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2013,Television,Overheating,2025-02-16,709,121,7,2016,2018
2014,Coffee Maker,Working,2025-05-11,3841,36,24,2018,2025
2014,Air Conditioner,Working,2023-12-17,4141,547,7,2024,2020
2014,Lamp,Flickering,2023-05-21,1206,757,1,2020,2017
2014,Hair Dryer,Working,2025-05-29,5102,18,24,2022,2021
2014,Television,Working,2023-02-15,2121,853,2,2014,2027
2014,Mini Fridge,Flickering,2024-11-06,4381,223,19,2023,2022
2014,Heater,Working,2025-02-07,923,129,7,2021,2019
2015,Heater,Working,2023-06-06,764,742,1,2019,2017
2015,Mini Fridge,Working,2024-03-30,1559,443,4,2015,2019
2015,Hair Dryer,Noisy,2024-03-21,2670,452,6,2020,2019
2015,Lamp,Working,2023-05-22,4064,757,6,2023,2019
2015,Air Conditioner,Working,2023-03-06,1639,833,2,2017,2022
2015,Coffee Maker,Flickering,2024-06-02,4686,380,11,2022,2022
2015,Television,Working,2024-07-01,3352,351,10,2021,2027
2016,Lamp,Working,2023-07-28,2142,689,4,2019,2017
2016,Television,Unresponsive,2024-03-28,877,446,2,2020,2019
2016,Hair Dryer,Working,2025-06-15,3521,2,24,2023,2025
2016,Air Conditioner,Leaking,2023-12-31,2484,534,4,2024,2022
2016,Mini Fridge,Working,2025-06-01,3960,16,24,2016,2018
2016,Coffee Maker,Working,2024-04-24,3872,418,9,2017,2021
2016,Heater,Working,2024-12-27,2984,171,18,2023,2018
2017,Heater,Working,2025-06-16,4158,1,24,2015,2017
2017,Television,Working,2023-11-28,4665,566,8,2019,2025
2017,Lamp,Flickering,2023-05-03,1925,775,3,2023,2025
2017,Hair Dryer,Working,2025-03-07,2614,102,24,2017,2022
2017,Air Conditioner,Working,2024-12-18,1074,181,6,2017,2021
2017,Coffee Maker,Not Working,2025-06-16,3446,1,24,2016,2018
2017,Mini Fridge,Noisy,2025-05-31,2999,16,24,2020,2021
2018,Mini Fridge,Working,2025-06-14,3792,3,24,2016,2021
2018,Air Conditioner,Leaking,2023-09-07,4206,648,6,2019,2020
2018,Heater,Leaking,2024-03-21,784,453,1,2022,2027
2018,Lamp,Low performance,2024-04-28,2253,415,6,2021,2024
2018,Hair Dryer,Overheating,2023-04-03,4346,805,5,2015,2018
2018,Coffee Maker,Working,2024-10-12,1433,248,6,2020,2024
2018,Television,Working,2024-12-11,4179,187,21,2022,2022
2019,Lamp,Working,2024-12-18,3027,181,17,2017,2020
2019,Coffee Maker,Noisy,2023-04-14,1936,794,3,2014,2019
2019,Heater,Working,2025-04-07,4836,71,24,2016,2017
2019,Television,Working,2023-10-01,1774,624,2,2016,2025
2019,Mini Fridge,Not Working,2024-07-20,3194,331,10,2016,2022
2019,Air Conditioner,Working,2025-05-24,3423,24,24,2015,2027
2019,Hair Dryer,Working,2024-08-12,3221,308,10,2022,2020
2020,Coffee Maker,Not Working,2025-04-08,3861,70,24,2021,2028
2020,Hair Dryer,Unresponsive,2025-01-28,871,139,5,2023,2020
2020,Mini Fridge,Working,2023-06-09,832,738,1,2018,2018
2020,Television,Working,2023-04-01,4420,807,6,2021,2017
2020,Heater,Flickering,2025-04-04,3516,73,24,2021,2019
2020,Air Conditioner,Working,2025-01-16,1449,151,10,2021,2020
2020,Lamp,Working,2024-02-06,1954,496,4,2024,2017
2021,Mini Fridge,Unresponsive,2025-05-04,4510,44,24,2021,2017
2021,Coffee Maker,Working,2025-04-16,717,61,12,2015,2021
2021,Heater,Working,2023-05-03,1278,776,1,2018,2021
2021,Hair Dryer,Overheating,2025-04-14,3249,64,24,2020,2020
2021,Television,Unresponsive,2023-04-08,2259,801,3,2016,2016
2021,Lamp,Working,2023-07-05,942,712,1,2022,2028
2021,Air Conditioner,Working,2023-05-30,4063,748,5,2015,2022
2022,Coffee Maker,Working,2023-03-03,3583,836,4,2022,2026
2022,Air Conditioner,Leaking,2023-05-28,2759,750,4,2022,2027
2022,Lamp,Working,2023-06-04,3890,743,6,2016,2020
2022,Mini Fridge,Working,2023-12-13,1146,551,2,2014,2022
2022,Television,Flickering,2023-05-11,2453,767,4,2015,2017
2022,Heater,Working,2023-03-21,4606,819,5,2015,2021
2022,Hair Dryer,Working,2023-05-24,4079,754,6,2018,2024
2023,Coffee Maker,Working,2024-07-19,3931,333,11,2018,2018
2023,Television,Low performance,2024-07-06,2029,345,6,2022,2017
2023,Air Conditioner,Overheating,2023-11-03,2155,591,4,2022,2025
2023,Lamp,Working,2023-11-11,616,583,2,2021,2027
2023,Heater,Working,2023-07-24,745,693,1,2022,2025
2023,Hair Dryer,Overheating,2024-08-03,1960,318,5,2024,2019
2023,Mini Fridge,Working,2023-01-08,1935,890,3,2022,2023
2024,Heater,Working,2025-01-28,1388,140,10,2020,2020
2024,Television,Working,2025-01-19,3773,149,24,2021,2021
2024,Air Conditioner,Flickering,2024-06-03,2020,379,5,2022,2018
2024,Hair Dryer,Working,2023-05-20,2703,758,4,2019,2025
2024,Mini Fridge,Working,2024-12-05,13242,194,24,2020,2018
2024,Lamp,Low performance,2024-10-07,1339,252,5,2017,2024
2024,Coffee Maker,Working,2023-05-15,2504,764,3,2024,2027
2025,Mini Fridge,Overheating,2025-05-13,1428,35,24,2014,2024
2025,Lamp,Working,2024-05-16,4748,397,12,2020,2024
2025,Coffee Maker,Working,2024-01-10,4142,524,8,2017,2024
2025,Television,Overheating,2024-02-04,4216,498,8,2023,2018
2025,Air Conditioner,Working,2024-05-08,2463,404,6,2022,2024
2025,Heater,Working,2023-10-24,4686,601,9,2024,2024
2025,Hair Dryer,Working,2025-03-04,3410,104,24,2019,2025
2026,Television,Leaking,2024-03-07,2163,466,5,2023,2022
2026,Hair Dryer,Working,2024-12-02,2446,197,13,2014,2023
2026,Heater,Working,2024-07-04,2240,348,7,2022,2027
2026,Coffee Maker,Flickering,2023-02-04,3445,864,4,2017,2017
2026,Lamp,Working,2025-03-30,1894,78,24,2024,2026
2026,Mini Fridge,Overheating,2024-11-14,2672,214,13,2017,2026
2026,Air Conditioner,Working,2023-01-02,1786,897,2,2019,2024
2027,Television,Working,2024-02-17,3332,486,6,2019,2019
2027,Air Conditioner,Noisy,2023-10-01,850,625,1,2021,2018
2027,Mini Fridge,Working,2023-05-14,2565,764,3,2014,2020
2027,Hair Dryer,Working,2023-09-21,4009,634,6,2024,2021
2027,Coffee Maker,Low performance,2024-11-11,4673,217,20,2018,2023
2027,Lamp,Working,2023-04-27,11640,781,15,2024,2019
2027,Heater,Working,2025-01-15,1110,152,8,2023,2019
2028,Mini Fridge,Unresponsive,2024-10-03,2611,257,10,2018,2021
2028,Coffee Maker,Working,2023-12-24,2127,541,4,2017,2018
2028,Air Conditioner,Not Working,2023-10-14,728,612,1,2024,2021
2028,Television,Working,2023-02-20,2971,847,4,2022,2028
2028,Heater,Working,2023-05-14,685,764,1,2023,2021
2028,Hair Dryer,Overheating,2023-04-11,2614,797,3,2021,2022
2028,Lamp,Working,2024-09-03,607,286,2,2022,2017
2029,Air Conditioner,Working,2023-09-20,2622,635,4,2014,2024
2029,Heater,Not Working,2024-12-23,3582,176,22,2014,2022
2029,Hair Dryer,Working,2024-04-10,1950,432,5,2022,2017
2029,Television,Flickering,2023-05-16,3774,763,5,2021,2024
2029,Mini Fridge,Working,2023-09-08,1446,648,2,2024,2019
2029,Coffee Maker,Flickering,2023-04-14,1027,794,2,2016,2022
2029,Lamp,Working,2024-05-05,4743,407,12,2020,2025
2030,Heater,Working,2023-05-14,4678,765,6,2016,2020
2030,Hair Dryer,Unresponsive,2023-09-26,2738,630,4,2017,2027
2030,Coffee Maker,Working,2024-10-28,2854,232,12,2023,2019
2030,Television,Working,2023-06-26,899,722,1,2021,2019
2030,Air Conditioner,Unresponsive,2025-01-30,2551,137,24,2024,2023
2030,Lamp,Working,2024-03-23,591,451,1,2021,2022
2030,Mini Fridge,Working,2024-11-27,3746,202,21,2015,2028
2031,Heater,Working,2025-05-18,4029,29,23,2017,2025
2031,Television,Overheating,2024-11-08,3448,221,15,2022,2026
2031,Mini Fridge,Working,2023-04-14,4861,795,6,2017,2024
2031,Coffee Maker,Low performance,2023-05-19,1925,759,3,2017,2027
2031,Air Conditioner,Working,2023-05-15,634,764,1,2017,2019
2031,Lamp,Working,2023-04-05,3330,804,4,2015,2024
2031,Hair Dryer,Noisy,2023-11-12,4558,582,8,2018,2025
2032,Air Conditioner,Working,2025-05-01,2302,47,24,2019,2021
2032,Mini Fridge,Not Working,2023-07-02,890,716,1,2018,2016
2032,Coffee Maker,Working,2023-11-06,4121,588,6,2020,2016
2032,Lamp,Working,2023-02-09,2352,858,2,2020,2029
2032,Hair Dryer,Working,2023-05-21,4528,757,5,2021,2021
2032,Heater,Not Working,2023-06-25,3500,722,5,2018,2021
2032,Television,Working,2023-10-21,2577,604,4,2017,2026
2033,Coffee Maker,Overheating,2025-01-19,1185,149,8,2019,2021
2033,Lamp,Working,2024-11-23,2032,206,11,2019,2025
2033,Television,Working,2025-02-26,646,110,6,2020,2018
2033,Mini Fridge,Low performance,2024-06-27,4721,354,15,2022,2020
2033,Heater,Working,2023-12-14,1456,551,2,2019,2027
2033,Hair Dryer,Working,2025-05-15,2126,33,24,2015,2017
2033,Air Conditioner,Leaking,2023-08-19,1261,668,2,2019,2024
2034,Hair Dryer,Working,2023-02-04,1656,864,2,2016,2024
2034,Coffee Maker,Working,2023-12-22,2033,543,4,2017,2023
2034,Television,Flickering,2024-02-06,3205,496,6,2024,2029
2034,Air Conditioner,Working,2025-03-29,965,79,12,2017,2024
2034,Mini Fridge,Not Working,2024-02-29,903,473,2,2021,2021
2034,Lamp,Working,2023-09-20,3502,635,5,2020,2025
2034,Heater,Working,2023-04-26,4760,782,6,2014,2022
2035,Coffee Maker,Overheating,2023-05-16,3036,762,4,2021,2026
2035,Lamp,Working,2024-10-27,653,232,3,2024,2021
2035,Television,Working,2023-02-24,525,843,1,2022,2022
2035,Hair Dryer,Noisy,2024-08-06,4904,315,16,2022,2025
2035,Heater,Working,2025-03-19,829,90,11,2022,2023
2035,Mini Fridge,Working,2024-01-03,2090,530,4,2020,2022
2035,Air Conditioner,Working,2023-02-07,1011,860,1,2014,2023
2036,Air Conditioner,Leaking,2024-04-21,2143,421,5,2021,2020
2036,Coffee Maker,Working,2024-11-29,4483,199,22,2019,2019
2036,Heater,Working,2023-03-25,4424,814,6,2014,2025
2036,Hair Dryer,Flickering,2025-04-06,520,71,10,2021,2027
2036,Lamp,Working,2024-12-12,4589,186,24,2017,2027
2036,Television,Working,2023-11-23,3101,572,5,2015,2029
2036,Mini Fridge,Noisy,2023-12-13,575,552,1,2014,2022
2037,Television,Working,2025-05-20,913,27,24,2014,2017
2037,Lamp,Noisy,2023-12-16,2375,549,4,2014,2025
2037,Hair Dryer,Working,2023-06-11,697,737,1,2023,2025
2037,Heater,Working,2024-03-11,3035,462,6,2018,2024
2037,Mini Fridge,Working,2024-06-20,3749,361,10,2023,2023
2037,Air Conditioner,Working,2025-02-13,842,124,9,2015,2025
2037,Coffee Maker,Overheating,2023-03-31,2720,808,3,2018,2021
2038,Heater,Working,2023-02-28,3049,839,3,2018,2027
2038,Lamp,Working,2023-12-31,3630,534,7,2014,2016
2038,Television,Working,2025-06-04,4339,12,23,2019,2023
2038,Mini Fridge,Working,2024-06-04,2963,378,8,2020,2021
2038,Coffee Maker,Working,2023-09-19,2653,637,4,2015,2020
2038,Hair Dryer,Unresponsive,2024-03-02,1790,472,3,2017,2023
2038,Air Conditioner,Working,2024-10-16,1615,243,7,2023,2022
2039,Air Conditioner,Working,2025-05-01,4915,47,24,2020,2026
2039,Coffee Maker,Low performance,2025-04-24,2529,53,24,2024,2027
2039,Hair Dryer,Working,2024-09-06,3130,284,11,2016,2021
2039,Heater,Noisy,2024-06-26,2702,356,8,2014,2026
2039,Television,Working,2024-01-08,3845,526,7,2021,2022
2039,Mini Fridge,Working,2025-05-24,3428,24,24,2017,2029
2039,Lamp,Flickering,2024-11-04,3155,224,15,2023,2020
2040,Coffee Maker,Working,2023-10-04,1033,621,2,2017,2019
2040,Lamp,Working,2023-03-22,1380,817,2,2015,2027
2040,Heater,Leaking,2023-02-01,2617,867,4,2017,2023
2040,Television,Working,2024-08-21,1806,300,6,2014,2020
2040,Air Conditioner,Working,2025-01-05,4441,163,24,2021,2019
2040,Hair Dryer,Not Working,2023-07-03,1821,714,3,2018,2021
2040,Mini Fridge,Working,2024-05-11,1702,401,5,2020,2020
2041,Lamp,Working,2024-06-05,1841,376,5,2014,2020
2041,Hair Dryer,Not Working,2023-08-20,4301,667,7,2019,2025
2041,Mini Fridge,Working,2024-02-22,2761,480,6,2018,2024
2041,Television,Overheating,2025-02-17,3378,120,24,2024,2018
2041,Coffee Maker,Working,2024-01-04,1455,530,3,2014,2027
2041,Air Conditioner,Working,2023-11-22,941,573,2,2015,2023
2041,Heater,Leaking,2023-10-26,3060,600,5,2022,2019
2042,Television,Working,2023-08-30,1146,657,2,2021,2018
2042,Mini Fridge,Working,2024-08-27,2859,293,9,2016,2021
2042,Air Conditioner,Working,2024-04-09,4646,433,11,2015,2024
2042,Hair Dryer,Not Working,2023-01-09,4276,889,5,2017,2024
2042,Coffee Maker,Working,2025-03-30,1126,78,14,2024,2023
2042,Lamp,Working,2025-05-24,1232,23,24,2018,2020
2042,Heater,Overheating,2024-09-26,3550,264,14,2024,2020
2043,Hair Dryer,Working,2025-01-19,4832,148,24,2019,2025
2043,Coffee Maker,Working,2023-04-22,3233,787,4,2014,2022
2043,Air Conditioner,Not Working,2024-03-17,1137,457,2,2019,2026
2043,Television,Not Working,2024-04-27,1735,416,4,2022,2020
2043,Lamp,Working,2024-06-29,3992,352,12,2019,2025
2043,Heater,Working,2025-04-17,3161,61,24,2014,2024
2043,Mini Fridge,Working,2024-11-13,895,216,4,2015,2026
2044,Coffee Maker,Leaking,2024-06-10,1214,372,3,2017,2022
2044,Air Conditioner,Working,2025-06-10,4453,6,24,2022,2019
2044,Hair Dryer,Working,2024-08-24,1651,296,5,2014,2023
2044,Lamp,Not Working,2024-12-01,4200,198,20,2024,2026
2044,Mini Fridge,Noisy,2024-07-20,879,331,2,2024,2026
2044,Heater,Working,2024-06-03,2540,378,7,2016,2026
2044,Television,Working,2023-03-19,4059,820,4,2024,2019
2045,Mini Fridge,Noisy,2023-01-08,4306,890,5,2017,2019
2045,Lamp,Working,2024-10-23,955,236,4,2022,2026
2045,Air Conditioner,Leaking,2024-09-03,2794,286,9,2018,2026
2045,Heater,Working,2024-02-06,957,497,1,2015,2023
2045,Television,Working,2023-06-16,2416,731,3,2018,2022
2045,Coffee Maker,Leaking,2024-09-21,518,268,3,2014,2028
2045,Hair Dryer,Working,2023-10-18,3731,608,6,2024,2021
2046,Mini Fridge,Working,2024-03-30,4034,443,9,2014,2021
2046,Television,Unresponsive,2024-11-30,2199,198,12,2021,2023
2046,Coffee Maker,Working,2023-07-07,2916,711,3,2015,2016
2046,Heater,Working,2023-04-01,2101,808,2,2014,2023
2046,Lamp,Overheating,2024-09-11,4849,279,16,2016,2021
2046,Air Conditioner,Working,2025-04-03,3962,74,23,2019,2017
2046,Hair Dryer,Low performance,2025-03-20,3481,88,24,2019,2022
2047,Air Conditioner,Working,2024-02-06,711,497,2,2022,2018
2047,Coffee Maker,Working,2023-03-10,4695,829,6,2017,2026
2047,Lamp,Flickering,2025-04-12,2726,66,24,2019,2028
2047,Heater,Working,2025-01-07,4494,160,24,2015,2021
2047,Hair Dryer,Low performance,2024-09-03,4849,286,18,2020,2026
2047,Television,Working,2023-01-31,3158,867,3,2019,2021
2047,Mini Fridge,Unresponsive,2023-07-01,3127,717,4,2015,2018
2048,Air Conditioner,Working,2024-06-08,4766,374,13,2018,2017
2048,Lamp,Working,2023-02-21,1571,846,2,2022,2020
2048,Mini Fridge,Low performance,2024-06-29,943,353,3,2022,2023
2048,Coffee Maker,Working,2024-05-26,1940,387,5,2024,2027
2048,Television,Overheating,2023-01-02,3360,897,4,2022,2023
2048,Hair Dryer,Working,2024-07-03,876,349,3,2024,2026
2048,Heater,Working,2023-03-05,4848,835,6,2019,2019
2049,Lamp,Leaking,2023-04-29,3622,780,5,2017,2016
2049,Heater,Working,2024-07-31,2461,321,7,2019,2018
2049,Television,Working,2025-02-26,1972,110,14,2024,2029
2049,Coffee Maker,Low performance,2023-07-02,4305,715,6,2018,2019
2049,Mini Fridge,Not Working,2024-07-03,786,348,2,2014,2018
2049,Air Conditioner,Working,2024-11-24,2857,204,15,2018,2016
2049,Hair Dryer,Working,2023-10-07,4833,618,8,2023,2019
2050,Television,Flickering,2024-01-14,1648,520,4,2023,2020
2050,Heater,Working,2023-09-25,2315,631,4,2022,2021
2050,Air Conditioner,Noisy,2025-02-15,3484,121,24,2024,2018
2050,Mini Fridge,Working,2024-04-24,3303,418,8,2015,2020
2050,Coffee Maker,Working,2024-10-22,1452,238,6,2020,2023
2050,Hair Dryer,Working,2025-04-22,4061,56,24,2016,2028
2050,Lamp,Leaking,2024-02-11,1402,491,3,2019,2025
2051,Hair Dryer,Working,2023-06-06,2491,741,3,2023,2016
2051,Lamp,Not Working,2024-11-12,2640,217,14,2021,2026
2051,Mini Fridge,Unresponsive,2023-11-28,3192,566,5,2023,2020
2051,Television,Working,2023-04-30,671,779,1,2015,2025
2051,Coffee Maker,Working,2024-03-12,4471,461,10,2015,2024
2051,Air Conditioner,Low performance,2024-03-19,14383,454,24,2017,2021
2051,Heater,Working,2023-01-16,4713,882,5,2022,2020
2052,Heater,Working,2025-04-16,4976,62,24,2017,2026
2052,Television,Low performance,2024-06-10,4817,372,13,2018,2023
2052,Air Conditioner,Working,2024-07-10,957,341,3,2024,2025
2052,Hair Dryer,Working,2023-11-21,1910,573,3,2018,2016
2052,Lamp,Working,2023-05-08,2486,771,3,2021,2028
2052,Mini Fridge,Not Working,2025-04-22,1904,55,24,2016,2017
2052,Coffee Maker,Working,2023-09-29,1644,627,2,2014,2020
2053,Heater,Working,2025-05-04,3314,43,24,2022,2022
2053,Lamp,Flickering,2024-08-26,3717,294,13,2022,2027
2053,Mini Fridge,Working,2024-04-19,4973,423,12,2016,2018
2053,Television,Noisy,2023-09-08,2984,648,5,2024,2025
2053,Hair Dryer,Working,2023-11-06,2204,588,4,2022,2020
2053,Air Conditioner,Working,2024-03-29,3504,445,8,2024,2026
2053,Coffee Maker,Not Working,2023-07-24,918,693,1,2024,2022
2054,Lamp,Working,2025-03-28,1589,80,14,2015,2024
2054,Hair Dryer,Working,2023-12-16,3379,548,6,2014,2019
2054,Television,Low performance,2023-05-13,3989,765,5,2015,2024
2054,Heater,Working,2025-05-21,1471,27,24,2023,2026
2054,Mini Fridge,Working,2024-07-15,1285,337,4,2021,2019
2054,Coffee Maker,Flickering,2024-01-29,4233,505,9,2021,2024
2054,Air Conditioner,Flickering,2024-04-05,1943,438,4,2022,2021
2055,Television,Working,2024-12-20,5007,178,24,2014,2028
2055,Coffee Maker,Working,2025-02-11,2780,125,23,2018,2025
2055,Heater,Working,2024-06-22,1941,360,5,2018,2017
2055,Air Conditioner,Noisy,2023-12-02,3341,562,6,2020,2021
2055,Hair Dryer,Working,2023-02-19,4868,849,6,2019,2020
2055,Lamp,Working,2025-02-11,1634,125,13,2024,2019
2055,Mini Fridge,Working,2023-12-30,1671,534,3,2019,2017
2056,Mini Fridge,Low performance,2023-09-03,3361,652,5,2014,2021
2056,Air Conditioner,Working,2023-02-07,3476,861,4,2016,2017
2056,Coffee Maker,Flickering,2024-11-01,3942,227,16,2019,2023
2056,Lamp,Working,2023-03-07,3113,833,4,2016,2023
2056,Television,Working,2024-07-22,3211,329,9,2020,2020
2056,Hair Dryer,Overheating,2025-06-14,3081,2,24,2023,2019
2057,Hair Dryer,Working,2023-10-05,4107,620,6,2024,2018
2057,Coffee Maker,Working,2024-11-02,3669,227,17,2022,2018
2057,Mini Fridge,Overheating,2024-03-24,3720,449,8,2022,2022
2057,Air Conditioner,Working,2023-02-17,2673,851,3,2020,2017
2057,Heater,Working,2025-03-09,1337,99,15,2016,2026
2057,Television,Flickering,2024-12-30,3482,168,19,2018,2027
2057,Lamp,Leaking,2023-02-17,4650,850,6,2023,2027
2058,Heater,Working,2023-01-02,4277,897,5,2018,2027
2058,Television,Working,2024-10-05,4821,254,19,2016,2017
2058,Air Conditioner,Leaking,2024-03-30,4366,443,10,2023,2020
2058,Coffee Maker,Working,2025-02-21,951,115,8,2023,2017
2058,Mini Fridge,Working,2024-05-24,4205,388,12,2016,2017
2058,Lamp,Overheating,2023-08-25,2224,661,3,2015,2020
2058,Hair Dryer,Flickering,2023-11-21,1096,574,2,2015,2020
2059,Mini Fridge,Working,2024-11-20,3828,209,17,2023,2025
2059,Coffee Maker,Working,2023-07-18,4660,700,7,2022,2022
2059,Hair Dryer,Working,2024-01-11,3966,522,8,2023,2018
2059,Television,Flickering,2023-04-25,918,783,1,2016,2026
2059,Air Conditioner,Not Working,2024-02-17,529,486,1,2018,2022
2059,Lamp,Working,2025-01-09,1414,158,9,2017,2025
2059,Heater,Working,2023-09-22,660,633,1,2021,2022
2060,Mini Fridge,Overheating,2024-11-09,4358,219,17,2022,2024
